Week_end,Indicator,High_industry,Value
2020-07-19,Number of paid jobs - 34 days,B Goods Producing,410680
2020-07-19,Number of paid jobs - 34 days,C Services,1629780
2020-07-19,Number of paid jobs - 34 days,Z No Match,53100
2020-07-19,Number of paid jobs - 20 days,Total,1926450
2020-07-19,Number of paid jobs - 20 days,A Primary,78420
2020-07-19,Number of paid jobs - 20 days,B Goods Producing,350200
2020-07-19,Number of paid jobs - 20 days,C Services,1451300
2020-07-19,Number of paid jobs - 20 days,Z No Match,46540
2020-07-19,Number of paid jobs - 6 days,Total,828390
2020-07-19,Number of paid jobs - 6 days,A Primary,35400
2020-07-19,Number of paid jobs - 6 days,B Goods Producing,254090
2020-07-19,Number of paid jobs - 6 days,C Services,502360
2020-07-19,Number of paid jobs - 6 days,Z No Match,36540
2020-07-26,Number of paid jobs - 34 days,Total,2199440
2020-07-26,Number of paid jobs - 34 days,A Primary,99090
2020-07-26,Number of paid jobs - 34 days,B Goods Producing,411280
2020-07-26,Number of paid jobs - 34 days,C Services,1635020
2020-07-26,Number of paid jobs - 34 days,Z No Match,54050
2020-07-26,Number of paid jobs - 20 days,Total,1930900
2020-07-26,Number of paid jobs - 20 days,A Primary,78930
2020-07-26,Number of paid jobs - 20 days,B Goods Producing,350620
2020-07-26,Number of paid jobs - 20 days,C Services,1454200
2020-07-26,Number of paid jobs - 20 days,Z No Match,47140
2020-07-26,Number of paid jobs - 6 days,Total,837170
2020-07-26,Number of paid jobs - 6 days,A Primary,36010
2020-07-26,Number of paid jobs - 6 days,B Goods Producing,257110
2020-07-26,Number of paid jobs - 6 days,C Services,507400
2020-07-26,Number of paid jobs - 6 days,Z No Match,36650
2020-08-02,Number of paid jobs - 34 days,Total,2213880
2020-08-02,Number of paid jobs - 34 days,A Primary,100860
2020-08-02,Number of paid jobs - 34 days,B Goods Producing,412090
2020-08-02,Number of paid jobs - 34 days,C Services,1645440
2020-08-02,Number of paid jobs - 34 days,Z No Match,55490
2020-08-02,Number of paid jobs - 20 days,Total,1940960
2020-08-02,Number of paid jobs - 20 days,A Primary,79780
2020-08-02,Number of paid jobs - 20 days,B Goods Producing,350460
2020-08-02,Number of paid jobs - 20 days,C Services,1462320
2020-08-02,Number of paid jobs - 20 days,Z No Match,48400
2020-08-02,Number of paid jobs - 6 days,Total,828210
2020-08-02,Number of paid jobs - 6 days,A Primary,36640
2020-08-02,Number of paid jobs - 6 days,B Goods Producing,252420
2020-08-02,Number of paid jobs - 6 days,C Services,501460
2020-08-02,Number of paid jobs - 6 days,Z No Match,37680
2020-08-09,Number of paid jobs - 34 days,Total,2199240
2020-08-09,Number of paid jobs - 34 days,A Primary,99990
2020-08-09,Number of paid jobs - 34 days,B Goods Producing,410070
2020-08-09,Number of paid jobs - 34 days,C Services,1635140
2020-08-09,Number of paid jobs - 34 days,Z No Match,54050
2020-08-09,Number of paid jobs - 20 days,Total,1940940
2020-08-09,Number of paid jobs - 20 days,A Primary,80130
2020-08-09,Number of paid jobs - 20 days,B Goods Producing,351170
2020-08-09,Number of paid jobs - 20 days,C Services,1461980
2020-08-09,Number of paid jobs - 20 days,Z No Match,47660
2020-08-09,Number of paid jobs - 6 days,Total,828570
2020-08-09,Number of paid jobs - 6 days,A Primary,36090
2020-08-09,Number of paid jobs - 6 days,B Goods Producing,255750
2020-08-09,Number of paid jobs - 6 days,C Services,499300
2020-08-09,Number of paid jobs - 6 days,Z No Match,37430
2020-08-16,Number of paid jobs - 34 days,Total,2199780
2020-08-16,Number of paid jobs - 34 days,A Primary,100290
2020-08-16,Number of paid jobs - 34 days,B Goods Producing,409850
2020-08-16,Number of paid jobs - 34 days,C Services,1634880
2020-08-16,Number of paid jobs - 34 days,Z No Match,54750
2020-08-16,Number of paid jobs - 20 days,Total,1937480
2020-08-16,Number of paid jobs - 20 days,A Primary,80030
2020-08-16,Number of paid jobs - 20 days,B Goods Producing,350070
2020-08-16,Number of paid jobs - 20 days,C Services,1459180
2020-08-16,Number of paid jobs - 20 days,Z No Match,48200
2020-08-16,Number of paid jobs - 6 days,Total,826990
2020-08-16,Number of paid jobs - 6 days,A Primary,36100
2020-08-16,Number of paid jobs - 6 days,B Goods Producing,256690
2020-08-16,Number of paid jobs - 6 days,C Services,496220
2020-08-16,Number of paid jobs - 6 days,Z No Match,37980
2020-08-23,Number of paid jobs - 34 days,Total,2195150
2020-08-23,Number of paid jobs - 34 days,A Primary,100750
2020-08-23,Number of paid jobs - 34 days,B Goods Producing,409280
2020-08-23,Number of paid jobs - 34 days,C Services,1629890
2020-08-23,Number of paid jobs - 34 days,Z No Match,55230
2020-08-23,Number of paid jobs - 20 days,Total,1930370
2020-08-23,Number of paid jobs - 20 days,A Primary,79810
2020-08-23,Number of paid jobs - 20 days,B Goods Producing,348910
2020-08-23,Number of paid jobs - 20 days,C Services,1452840
2020-08-23,Number of paid jobs - 20 days,Z No Match,48810
2020-08-23,Number of paid jobs - 6 days,Total,824840
2020-08-23,Number of paid jobs - 6 days,A Primary,35550
2020-08-23,Number of paid jobs - 6 days,B Goods Producing,256410
2020-08-23,Number of paid jobs - 6 days,C Services,494990
2020-08-23,Number of paid jobs - 6 days,Z No Match,37890
2020-08-30,Number of paid jobs - 34 days,Total,2196960
2020-08-30,Number of paid jobs - 34 days,A Primary,100530
2020-08-30,Number of paid jobs - 34 days,B Goods Producing,409460
2020-08-30,Number of paid jobs - 34 days,C Services,1631180
2020-08-30,Number of paid jobs - 34 days,Z No Match,55790
2020-08-30,Number of paid jobs - 20 days,Total,1932920
2020-08-30,Number of paid jobs - 20 days,A Primary,79770
2020-08-30,Number of paid jobs - 20 days,B Goods Producing,349970
2020-08-30,Number of paid jobs - 20 days,C Services,1453660
2020-08-30,Number of paid jobs - 20 days,Z No Match,49520
2020-08-30,Number of paid jobs - 6 days,Total,824610
2020-08-30,Number of paid jobs - 6 days,A Primary,34290
2020-08-30,Number of paid jobs - 6 days,B Goods Producing,256160
2020-08-30,Number of paid jobs - 6 days,C Services,495040
2020-08-30,Number of paid jobs - 6 days,Z No Match,39130
2020-09-06,Number of paid jobs - 34 days,Total,2207700
2020-09-06,Number of paid jobs - 34 days,A Primary,101160
2020-09-06,Number of paid jobs - 34 days,B Goods Producing,411720
2020-09-06,Number of paid jobs - 34 days,C Services,1637720
2020-09-06,Number of paid jobs - 34 days,Z No Match,57100
2020-09-06,Number of paid jobs - 20 days,Total,1936210
2020-09-06,Number of paid jobs - 20 days,A Primary,80010
2020-09-06,Number of paid jobs - 20 days,B Goods Producing,350790
2020-09-06,Number of paid jobs - 20 days,C Services,1454880
2020-09-06,Number of paid jobs - 20 days,Z No Match,50530
2020-09-06,Number of paid jobs - 6 days,Total,827890
2020-09-06,Number of paid jobs - 6 days,A Primary,35370
2020-09-06,Number of paid jobs - 6 days,B Goods Producing,255920
2020-09-06,Number of paid jobs - 6 days,C Services,496720
2020-09-06,Number of paid jobs - 6 days,Z No Match,39890
2020-09-13,Number of paid jobs - 34 days,Total,2197010
2020-09-13,Number of paid jobs - 34 days,A Primary,99370
2020-09-13,Number of paid jobs - 34 days,B Goods Producing,410010
2020-09-13,Number of paid jobs - 34 days,C Services,1632920
2020-09-13,Number of paid jobs - 34 days,Z No Match,54700
2020-09-13,Number of paid jobs - 20 days,Total,1928660
2020-09-13,Number of paid jobs - 20 days,A Primary,79160
2020-09-13,Number of paid jobs - 20 days,B Goods Producing,350670
2020-09-13,Number of paid jobs - 20 days,C Services,1450190
2020-09-13,Number of paid jobs - 20 days,Z No Match,48630
2020-09-13,Number of paid jobs - 6 days,Total,825540
2020-09-13,Number of paid jobs - 6 days,A Primary,34490
2020-09-13,Number of paid jobs - 6 days,B Goods Producing,255400
2020-09-13,Number of paid jobs - 6 days,C Services,496750
2020-09-13,Number of paid jobs - 6 days,Z No Match,38900
2020-09-20,Number of paid jobs - 34 days,Total,2197520
2020-09-20,Number of paid jobs - 34 days,A Primary,99280
2020-09-20,Number of paid jobs - 34 days,B Goods Producing,410670
2020-09-20,Number of paid jobs - 34 days,C Services,1631980
2020-09-20,Number of paid jobs - 34 days,Z No Match,55590
2020-09-20,Number of paid jobs - 20 days,Total,1933110
2020-09-20,Number of paid jobs - 20 days,A Primary,78260
2020-09-20,Number of paid jobs - 20 days,B Goods Producing,350730
2020-09-20,Number of paid jobs - 20 days,C Services,1455510
2020-09-20,Number of paid jobs - 20 days,Z No Match,48600
2020-09-20,Number of paid jobs - 6 days,Total,686780
2020-09-20,Number of paid jobs - 6 days,A Primary,27160
2020-09-20,Number of paid jobs - 6 days,B Goods Producing,219020
2020-09-20,Number of paid jobs - 6 days,C Services,402400
2020-09-20,Number of paid jobs - 6 days,Z No Match,38200
2020-09-27,Number of paid jobs - 34 days,Total,2215190
2020-09-27,Number of paid jobs - 34 days,A Primary,98930
2020-09-27,Number of paid jobs - 34 days,B Goods Producing,411220
2020-09-27,Number of paid jobs - 34 days,C Services,1649340
2020-09-27,Number of paid jobs - 34 days,Z No Match,55690
2020-09-27,Number of paid jobs - 20 days,Total,1942840
2020-09-27,Number of paid jobs - 20 days,A Primary,77900
2020-09-27,Number of paid jobs - 20 days,B Goods Producing,351700
2020-09-27,Number of paid jobs - 20 days,C Services,1464130
2020-09-27,Number of paid jobs - 20 days,Z No Match,49110
2020-09-27,Number of paid jobs - 6 days,Total,826520
2020-09-27,Number of paid jobs - 6 days,A Primary,33370
2020-09-27,Number of paid jobs - 6 days,B Goods Producing,257200
2020-09-27,Number of paid jobs - 6 days,C Services,497420
2020-09-27,Number of paid jobs - 6 days,Z No Match,38530
2020-10-04,Number of paid jobs - 34 days,Total,2221180
2020-10-04,Number of paid jobs - 34 days,A Primary,100670
2020-10-04,Number of paid jobs - 34 days,B Goods Producing,413360
2020-10-04,Number of paid jobs - 34 days,C Services,1649840
2020-10-04,Number of paid jobs - 34 days,Z No Match,57300
2020-10-04,Number of paid jobs - 20 days,Total,1951760
2020-10-04,Number of paid jobs - 20 days,A Primary,78970
2020-10-04,Number of paid jobs - 20 days,B Goods Producing,352640
2020-10-04,Number of paid jobs - 20 days,C Services,1469720
2020-10-04,Number of paid jobs - 20 days,Z No Match,50430
2020-10-04,Number of paid jobs - 6 days,Total,825700
2020-10-04,Number of paid jobs - 6 days,A Primary,32650
2020-10-04,Number of paid jobs - 6 days,B Goods Producing,255480
2020-10-04,Number of paid jobs - 6 days,C Services,498200
2020-10-04,Number of paid jobs - 6 days,Z No Match,39380
2020-10-11,Number of paid jobs - 34 days,Total,2221500
2020-10-11,Number of paid jobs - 34 days,A Primary,101050
2020-10-11,Number of paid jobs - 34 days,B Goods Producing,410980
2020-10-11,Number of paid jobs - 34 days,C Services,1653690
2020-10-11,Number of paid jobs - 34 days,Z No Match,55780
2020-10-11,Number of paid jobs - 20 days,Total,1958590
2020-10-11,Number of paid jobs - 20 days,A Primary,80080
2020-10-11,Number of paid jobs - 20 days,B Goods Producing,351450
2020-10-11,Number of paid jobs - 20 days,C Services,1477520
2020-10-11,Number of paid jobs - 20 days,Z No Match,49540
2020-10-11,Number of paid jobs - 6 days,Total,834900
2020-10-11,Number of paid jobs - 6 days,A Primary,35140
2020-10-11,Number of paid jobs - 6 days,B Goods Producing,259200
2020-10-11,Number of paid jobs - 6 days,C Services,501570
2020-10-11,Number of paid jobs - 6 days,Z No Match,38990
2020-10-18,Number of paid jobs - 34 days,Total,2227360
2020-10-18,Number of paid jobs - 34 days,A Primary,103940
2020-10-18,Number of paid jobs - 34 days,B Goods Producing,410230
2020-10-18,Number of paid jobs - 34 days,C Services,1656370
2020-10-18,Number of paid jobs - 34 days,Z No Match,56810
2020-10-18,Number of paid jobs - 20 days,Total,1951270
2020-10-18,Number of paid jobs - 20 days,A Primary,80930
2020-10-18,Number of paid jobs - 20 days,B Goods Producing,346060
2020-10-18,Number of paid jobs - 20 days,C Services,1474370
2020-10-18,Number of paid jobs - 20 days,Z No Match,49910
2020-10-18,Number of paid jobs - 6 days,Total,797380
2020-10-18,Number of paid jobs - 6 days,A Primary,33240
2020-10-18,Number of paid jobs - 6 days,B Goods Producing,246940
2020-10-18,Number of paid jobs - 6 days,C Services,478210
2020-10-18,Number of paid jobs - 6 days,Z No Match,38980
2020-10-25,Number of paid jobs - 34 days,Total,2230830
2020-10-25,Number of paid jobs - 34 days,A Primary,104880
2020-10-25,Number of paid jobs - 34 days,B Goods Producing,413420
2020-10-25,Number of paid jobs - 34 days,C Services,1655490
2020-10-25,Number of paid jobs - 34 days,Z No Match,57040
2020-10-25,Number of paid jobs - 20 days,Total,1962510
2020-10-25,Number of paid jobs - 20 days,A Primary,83080
2020-10-25,Number of paid jobs - 20 days,B Goods Producing,352790
2020-10-25,Number of paid jobs - 20 days,C Services,1476290
2020-10-25,Number of paid jobs - 20 days,Z No Match,50350
2020-10-25,Number of paid jobs - 6 days,Total,818530
2020-10-25,Number of paid jobs - 6 days,A Primary,35550
2020-10-25,Number of paid jobs - 6 days,B Goods Producing,252790
2020-10-25,Number of paid jobs - 6 days,C Services,491050
2020-10-25,Number of paid jobs - 6 days,Z No Match,39140
2020-11-01,Number of paid jobs - 34 days,Total,2231170
2020-11-01,Number of paid jobs - 34 days,A Primary,106940
2020-11-01,Number of paid jobs - 34 days,B Goods Producing,417520
2020-11-01,Number of paid jobs - 34 days,C Services,1648380
2020-11-01,Number of paid jobs - 34 days,Z No Match,58330
2020-11-01,Number of paid jobs - 20 days,Total,1958020
2020-11-01,Number of paid jobs - 20 days,A Primary,84440
2020-11-01,Number of paid jobs - 20 days,B Goods Producing,355570
2020-11-01,Number of paid jobs - 20 days,C Services,1466630
2020-11-01,Number of paid jobs - 20 days,Z No Match,51380
2020-11-01,Number of paid jobs - 6 days,Total,827850
2020-11-01,Number of paid jobs - 6 days,A Primary,36150
2020-11-01,Number of paid jobs - 6 days,B Goods Producing,257500
2020-11-01,Number of paid jobs - 6 days,C Services,494430
2020-11-01,Number of paid jobs - 6 days,Z No Match,39760
2020-11-08,Number of paid jobs - 34 days,Total,2231830
2020-11-08,Number of paid jobs - 34 days,A Primary,107200
2020-11-08,Number of paid jobs - 34 days,B Goods Producing,415880
2020-11-08,Number of paid jobs - 34 days,C Services,1653260
2020-11-08,Number of paid jobs - 34 days,Z No Match,55490
2020-11-08,Number of paid jobs - 20 days,Total,1972220
2020-11-08,Number of paid jobs - 20 days,A Primary,86050
2020-11-08,Number of paid jobs - 20 days,B Goods Producing,357280
2020-11-08,Number of paid jobs - 20 days,C Services,1479790
2020-11-08,Number of paid jobs - 20 days,Z No Match,49100
2020-11-08,Number of paid jobs - 6 days,Total,828140
2020-11-08,Number of paid jobs - 6 days,A Primary,37570
2020-11-08,Number of paid jobs - 6 days,B Goods Producing,258350
2020-11-08,Number of paid jobs - 6 days,C Services,494010
2020-11-08,Number of paid jobs - 6 days,Z No Match,38210
2020-11-15,Number of paid jobs - 34 days,Total,2240560
2020-11-15,Number of paid jobs - 34 days,A Primary,109640
2020-11-15,Number of paid jobs - 34 days,B Goods Producing,418320
2020-11-15,Number of paid jobs - 34 days,C Services,1656130
2020-11-15,Number of paid jobs - 34 days,Z No Match,56480
2020-11-15,Number of paid jobs - 20 days,Total,1977050
2020-11-15,Number of paid jobs - 20 days,A Primary,88150
2020-11-15,Number of paid jobs - 20 days,B Goods Producing,359140
2020-11-15,Number of paid jobs - 20 days,C Services,1479600
2020-11-15,Number of paid jobs - 20 days,Z No Match,50160
2020-11-15,Number of paid jobs - 6 days,Total,845670
2020-11-15,Number of paid jobs - 6 days,A Primary,39020
2020-11-15,Number of paid jobs - 6 days,B Goods Producing,262090
2020-11-15,Number of paid jobs - 6 days,C Services,505250
2020-11-15,Number of paid jobs - 6 days,Z No Match,39310
2020-11-22,Number of paid jobs - 34 days,Total,2264080
2020-11-22,Number of paid jobs - 34 days,A Primary,113520
2020-11-22,Number of paid jobs - 34 days,B Goods Producing,422370
2020-11-22,Number of paid jobs - 34 days,C Services,1670870
2020-11-22,Number of paid jobs - 34 days,Z No Match,57320
2020-11-22,Number of paid jobs - 20 days,Total,1994690
2020-11-22,Number of paid jobs - 20 days,A Primary,91380
2020-11-22,Number of paid jobs - 20 days,B Goods Producing,363400
2020-11-22,Number of paid jobs - 20 days,C Services,1488840
2020-11-22,Number of paid jobs - 20 days,Z No Match,51070
2020-11-22,Number of paid jobs - 6 days,Total,857840
2020-11-22,Number of paid jobs - 6 days,A Primary,41410
2020-11-22,Number of paid jobs - 6 days,B Goods Producing,265130
2020-11-22,Number of paid jobs - 6 days,C Services,511140
2020-11-22,Number of paid jobs - 6 days,Z No Match,40170
2020-11-29,Number of paid jobs - 34 days,Total,2269400
2020-11-29,Number of paid jobs - 34 days,A Primary,113890
2020-11-29,Number of paid jobs - 34 days,B Goods Producing,424200
2020-11-29,Number of paid jobs - 34 days,C Services,1673620
2020-11-29,Number of paid jobs - 34 days,Z No Match,57690
2020-11-29,Number of paid jobs - 20 days,Total,2002880
2020-11-29,Number of paid jobs - 20 days,A Primary,92390
2020-11-29,Number of paid jobs - 20 days,B Goods Producing,365120
2020-11-29,Number of paid jobs - 20 days,C Services,1493650
2020-11-29,Number of paid jobs - 20 days,Z No Match,51720
2020-11-29,Number of paid jobs - 6 days,Total,866700
2020-11-29,Number of paid jobs - 6 days,A Primary,42620
2020-11-29,Number of paid jobs - 6 days,B Goods Producing,268230
2020-11-29,Number of paid jobs - 6 days,C Services,515250
2020-11-29,Number of paid jobs - 6 days,Z No Match,40600
2020-12-06,Number of paid jobs - 34 days,Total,2296380
2020-12-06,Number of paid jobs - 34 days,A Primary,116680
2020-12-06,Number of paid jobs - 34 days,B Goods Producing,427030
2020-12-06,Number of paid jobs - 34 days,C Services,1694040
2020-12-06,Number of paid jobs - 34 days,Z No Match,58630
2020-12-06,Number of paid jobs - 20 days,Total,2021180
2020-12-06,Number of paid jobs - 20 days,A Primary,94720
2020-12-06,Number of paid jobs - 20 days,B Goods Producing,367420
2020-12-06,Number of paid jobs - 20 days,C Services,1506790
2020-12-06,Number of paid jobs - 20 days,Z No Match,52250
2020-12-06,Number of paid jobs - 6 days,Total,875720
2020-12-06,Number of paid jobs - 6 days,A Primary,44600
2020-12-06,Number of paid jobs - 6 days,B Goods Producing,269260
2020-12-06,Number of paid jobs - 6 days,C Services,520730
2020-12-06,Number of paid jobs - 6 days,Z No Match,41140
2020-12-13,Number of paid jobs - 34 days,Total,2285030
2020-12-13,Number of paid jobs - 34 days,A Primary,117860
2020-12-13,Number of paid jobs - 34 days,B Goods Producing,426470
2020-12-13,Number of paid jobs - 34 days,C Services,1684410
2020-12-13,Number of paid jobs - 34 days,Z No Match,56290
2020-12-13,Number of paid jobs - 20 days,Total,2000740
2020-12-13,Number of paid jobs - 20 days,A Primary,96140
2020-12-13,Number of paid jobs - 20 days,B Goods Producing,366620
2020-12-13,Number of paid jobs - 20 days,C Services,1488440
2020-12-13,Number of paid jobs - 20 days,Z No Match,49540
2020-12-13,Number of paid jobs - 6 days,Total,879950
2020-12-13,Number of paid jobs - 6 days,A Primary,46120
2020-12-13,Number of paid jobs - 6 days,B Goods Producing,270880
2020-12-13,Number of paid jobs - 6 days,C Services,524130
2020-12-13,Number of paid jobs - 6 days,Z No Match,38820
2020-12-20,Number of paid jobs - 34 days,Total,2285320
2020-12-20,Number of paid jobs - 34 days,A Primary,118720
2020-12-20,Number of paid jobs - 34 days,B Goods Producing,425370
2020-12-20,Number of paid jobs - 34 days,C Services,1683920
2020-12-20,Number of paid jobs - 34 days,Z No Match,57310
2020-12-20,Number of paid jobs - 20 days,Total,1990780
2020-12-20,Number of paid jobs - 20 days,A Primary,95400
2020-12-20,Number of paid jobs - 20 days,B Goods Producing,363530
2020-12-20,Number of paid jobs - 20 days,C Services,1480830
2020-12-20,Number of paid jobs - 20 days,Z No Match,51020
2020-12-20,Number of paid jobs - 6 days,Total,846300
2020-12-20,Number of paid jobs - 6 days,A Primary,45200
2020-12-20,Number of paid jobs - 6 days,B Goods Producing,266540
2020-12-20,Number of paid jobs - 6 days,C Services,509120
2020-12-20,Number of paid jobs - 6 days,Z No Match,25440
2020-12-27,Number of paid jobs - 34 days,Total,2205390
2020-12-27,Number of paid jobs - 34 days,A Primary,112170
2020-12-27,Number of paid jobs - 34 days,B Goods Producing,418390
2020-12-27,Number of paid jobs - 34 days,C Services,1617910
2020-12-27,Number of paid jobs - 34 days,Z No Match,56920
2020-12-27,Number of paid jobs - 20 days,Total,1927570
2020-12-27,Number of paid jobs - 20 days,A Primary,89840
2020-12-27,Number of paid jobs - 20 days,B Goods Producing,355680
2020-12-27,Number of paid jobs - 20 days,C Services,1431620
2020-12-27,Number of paid jobs - 20 days,Z No Match,50440
2020-12-27,Number of paid jobs - 6 days,Total,780160
2020-12-27,Number of paid jobs - 6 days,A Primary,39240
2020-12-27,Number of paid jobs - 6 days,B Goods Producing,240590
2020-12-27,Number of paid jobs - 6 days,C Services,461860
2020-12-27,Number of paid jobs - 6 days,Z No Match,38470
2021-01-03,Number of paid jobs - 34 days,Total,2158810
2021-01-03,Number of paid jobs - 34 days,A Primary,107830
2021-01-03,Number of paid jobs - 34 days,B Goods Producing,404950
2021-01-03,Number of paid jobs - 34 days,C Services,1589720
2021-01-03,Number of paid jobs - 34 days,Z No Match,56320
2021-01-03,Number of paid jobs - 20 days,Total,1879520
2021-01-03,Number of paid jobs - 20 days,A Primary,84910
2021-01-03,Number of paid jobs - 20 days,B Goods Producing,342020
2021-01-03,Number of paid jobs - 20 days,C Services,1403040
2021-01-03,Number of paid jobs - 20 days,Z No Match,49540
2021-01-03,Number of paid jobs - 6 days,Total,784780
2021-01-03,Number of paid jobs - 6 days,A Primary,36720
2021-01-03,Number of paid jobs - 6 days,B Goods Producing,239380
2021-01-03,Number of paid jobs - 6 days,C Services,469100
2021-01-03,Number of paid jobs - 6 days,Z No Match,39590
2021-01-10,Number of paid jobs - 34 days,Total,2156610
2021-01-10,Number of paid jobs - 34 days,A Primary,111330
2021-01-10,Number of paid jobs - 34 days,B Goods Producing,410330
2021-01-10,Number of paid jobs - 34 days,C Services,1578340
2021-01-10,Number of paid jobs - 34 days,Z No Match,56610
2021-01-10,Number of paid jobs - 20 days,Total,1895600
2021-01-10,Number of paid jobs - 20 days,A Primary,89620
2021-01-10,Number of paid jobs - 20 days,B Goods Producing,350180
2021-01-10,Number of paid jobs - 20 days,C Services,1405240
2021-01-10,Number of paid jobs - 20 days,Z No Match,50550
2021-01-10,Number of paid jobs - 6 days,Total,819470
2021-01-10,Number of paid jobs - 6 days,A Primary,41760
2021-01-10,Number of paid jobs - 6 days,B Goods Producing,252780
2021-01-10,Number of paid jobs - 6 days,C Services,484450
2021-01-10,Number of paid jobs - 6 days,Z No Match,40480
2021-01-17,Number of paid jobs - 34 days,Total,2189670
2021-01-17,Number of paid jobs - 34 days,A Primary,113390
2021-01-17,Number of paid jobs - 34 days,B Goods Producing,419530
2021-01-17,Number of paid jobs - 34 days,C Services,1600950
2021-01-17,Number of paid jobs - 34 days,Z No Match,55810
2021-01-17,Number of paid jobs - 20 days,Total,1924540
2021-01-17,Number of paid jobs - 20 days,A Primary,91160
2021-01-17,Number of paid jobs - 20 days,B Goods Producing,358620
2021-01-17,Number of paid jobs - 20 days,C Services,1423470
2021-01-17,Number of paid jobs - 20 days,Z No Match,51300
2021-01-17,Number of paid jobs - 6 days,Total,845620
2021-01-17,Number of paid jobs - 6 days,A Primary,43520
2021-01-17,Number of paid jobs - 6 days,B Goods Producing,262140
2021-01-17,Number of paid jobs - 6 days,C Services,499210
2021-01-17,Number of paid jobs - 6 days,Z No Match,40740
2021-01-24,Number of paid jobs - 34 days,Total,2203760
2021-01-24,Number of paid jobs - 34 days,A Primary,112890
2021-01-24,Number of paid jobs - 34 days,B Goods Producing,424020
2021-01-24,Number of paid jobs - 34 days,C Services,1610350
2021-01-24,Number of paid jobs - 34 days,Z No Match,56500
2021-01-24,Number of paid jobs - 20 days,Total,1938840
2021-01-24,Number of paid jobs - 20 days,A Primary,91300
2021-01-24,Number of paid jobs - 20 days,B Goods Producing,363240
2021-01-24,Number of paid jobs - 20 days,C Services,1432420
2021-01-24,Number of paid jobs - 20 days,Z No Match,51870
2021-01-24,Number of paid jobs - 6 days,Total,848050
2021-01-24,Number of paid jobs - 6 days,A Primary,43070
2021-01-24,Number of paid jobs - 6 days,B Goods Producing,264610
2021-01-24,Number of paid jobs - 6 days,C Services,499530
2021-01-24,Number of paid jobs - 6 days,Z No Match,40850
2021-01-31,Number of paid jobs - 34 days,Total,2237350
2021-01-31,Number of paid jobs - 34 days,A Primary,111760
2021-01-31,Number of paid jobs - 34 days,B Goods Producing,425970
2021-01-31,Number of paid jobs - 34 days,C Services,1641710
2021-01-31,Number of paid jobs - 34 days,Z No Match,57920
2021-01-31,Number of paid jobs - 20 days,Total,1971090
2021-01-31,Number of paid jobs - 20 days,A Primary,90080
2021-01-31,Number of paid jobs - 20 days,B Goods Producing,366100
2021-01-31,Number of paid jobs - 20 days,C Services,1464340
2021-01-31,Number of paid jobs - 20 days,Z No Match,50570
2021-01-31,Number of paid jobs - 6 days,Total,807790
2021-01-31,Number of paid jobs - 6 days,A Primary,39880
2021-01-31,Number of paid jobs - 6 days,B Goods Producing,251580
2021-01-31,Number of paid jobs - 6 days,C Services,475600
2021-01-31,Number of paid jobs - 6 days,Z No Match,40730
2021-02-07,Number of paid jobs - 34 days,Total,2233670
2021-02-07,Number of paid jobs - 34 days,A Primary,109190
2021-02-07,Number of paid jobs - 34 days,B Goods Producing,426660
2021-02-07,Number of paid jobs - 34 days,C Services,1642110
2021-02-07,Number of paid jobs - 34 days,Z No Match,55710
2021-02-07,Number of paid jobs - 20 days,Total,1972640
2021-02-07,Number of paid jobs - 20 days,A Primary,88140
2021-02-07,Number of paid jobs - 20 days,B Goods Producing,367010
2021-02-07,Number of paid jobs - 20 days,C Services,1467090
2021-02-07,Number of paid jobs - 20 days,Z No Match,50400
2021-02-07,Number of paid jobs - 6 days,Total,855380
2021-02-07,Number of paid jobs - 6 days,A Primary,40870
2021-02-07,Number of paid jobs - 6 days,B Goods Producing,268170
2021-02-07,Number of paid jobs - 6 days,C Services,506480
2021-02-07,Number of paid jobs - 6 days,Z No Match,39850
2021-02-14,Number of paid jobs - 34 days,Total,2247620
2021-02-14,Number of paid jobs - 34 days,A Primary,108320
2021-02-14,Number of paid jobs - 34 days,B Goods Producing,427820
2021-02-14,Number of paid jobs - 34 days,C Services,1655200
2021-02-14,Number of paid jobs - 34 days,Z No Match,56280
2021-02-14,Number of paid jobs - 20 days,Total,1984290
2021-02-14,Number of paid jobs - 20 days,A Primary,86970
2021-02-14,Number of paid jobs - 20 days,B Goods Producing,368350
2021-02-14,Number of paid jobs - 20 days,C Services,1478570
2021-02-14,Number of paid jobs - 20 days,Z No Match,50390
2021-02-14,Number of paid jobs - 6 days,Total,850680
2021-02-14,Number of paid jobs - 6 days,A Primary,39600
2021-02-14,Number of paid jobs - 6 days,B Goods Producing,269110
2021-02-14,Number of paid jobs - 6 days,C Services,503830
2021-02-14,Number of paid jobs - 6 days,Z No Match,38140
2021-02-21,Number of paid jobs - 34 days,Total,2240340
2021-02-21,Number of paid jobs - 34 days,A Primary,108040
2021-02-21,Number of paid jobs - 34 days,B Goods Producing,427090
2021-02-21,Number of paid jobs - 34 days,C Services,1647910
2021-02-21,Number of paid jobs - 34 days,Z No Match,57300
2021-02-21,Number of paid jobs - 20 days,Total,1976960
2021-02-21,Number of paid jobs - 20 days,A Primary,86670
2021-02-21,Number of paid jobs - 20 days,B Goods Producing,366970
2021-02-21,Number of paid jobs - 20 days,C Services,1472730
2021-02-21,Number of paid jobs - 20 days,Z No Match,50590
2021-02-21,Number of paid jobs - 6 days,Total,841930
